business_id,business_name,community_id
L4kfcADLCU4T33i7Z0CkuA,Bistro Romano,0
9_B5sCqKBOKDAmYpByiFFg,Branzino Italian Ristorante,0
pP_jeWrWq-lvMitmkM2Gkw,BurgerFi,0
0oSSjekU-3GR8gselReWnA,Butcher and Singer,0
erz6oUEJdx787WyOlxMARw,Dante & Luigi's,0
dQZlvOEVNke30MY5iTiy1g,Davios,0
4R2KR_-FybS7oegGrXjHVg,Del Frisco's Double Eagle Steakhouse,0
44Xh-IjWDSn7XTw1hzO50g,Dutch Eating Place,0
AaTpjyw-EiODgi3tR4Xr-g,Estia,0
fOhnSqmO4XY5vSI8whVKSA,Farmicia,0
cGX-1IUwXOjkUqZbkKYcjw,Fogo de Chao,0
T_6e0SgNuKotySgVS8O1UQ,Fond,0
ADe114o7Z4vb1O6HkM6YEA,Greek Lady,0
v45E6gg6MrAziTepkiWByA,Harper's Garden,0
Ou-_OQUNvBcaAoRU0XPtaQ,Jamonera,0
mUIBtlWNPD7sz3rGGWQ1RA,Kanella,0
dYinIkKBspHV5hSaukklFg,L'Angolo Ristorante,0
fEqiXG_B-fn__w0aeF3nBQ,Laurel,0
jXtaxB2b64nA4uy13i024A,Little Fish,0
lKU_kljhbEQKIPaM1Zbqiw,Little Nonna's,0
F8yozE3NWnImNApHO347gQ,Marrakesh,0
S0dQ8Vks0IR-PZPLoBHKRA,McCormick & Schmick's Seafood & Steaks,0
bjPUhanWoinHi2kywvVzBA,Mercato BYOB,0
GoYSJ-YY-YwbxdgasHuq-Q,Mixto,0
woTZpX92uByUgliPrh39Mg,Ocean Prime,0
KVFUBgmPEHGUaJNkpMGcLw,Opa,0
poviu-6n3iaRE4gdQz6OYw,Oyster House,0
j-qtdD55OLfSqfsWuQTDJg,Parc,0
sb8-TzsXOV7IsErbpHZo3g,Positano Coast by Aldo Lamberti,0
9gObo5ltOMo6UgsaXaHPWA,R2L,0
oGMwCmV1EQZgCdylAbK9ow,Rex at the Royal,0
gCcJTKC40CL0XtYYGfcXDw,Smiley's Cafe,0
KscVqYYG7ziAroZhfNb0Ng,South,0
hcxea89M_U__LADtu3C0kA,Supper,0
9mA9qYqiv4c0T9ASid3PIQ,The Capital Grille,0
WxB8498ejPtHE7wFa89_fA,The Continental Mid-town,0
L_Rwy6oSAnMUY3NCDspxmA,The Good King Tavern,0
dChRGpit9fM_kZK5pafNyA,The Love,0
_OgwyI_0mGs620_ZfKgzbg,Tierra Colombiana Restaurant,0
gnpyyeWQ53WlDMJEq-YA_w,Tinto,0
eJaeTZlIdM3HWCq__Ve4Wg,Tria Cafe Rittenhouse,0
xQE1fuwKCXJEBcJgSSCNbw,Urban Farmer Philadelphia,0
sy7ADvpBA7SfHwbY-Y_5gw,Valanni,0
qBwOLby0sOJd3QG1o76W2w,Veda - Modern Indian Bistro,0
wUnLSg_GKfEIQ5CQQ770_g,Vetri Cucina,0
EtKSTHV5Qx_Q7Aur9o4kQQ,Village Whiskey,0
2pLIQ0RHSmUbF0eIRT0LYg,Vintage Wine Bar,0
h7n599RGtvFLmLycugT2MQ,Warmdaddy's,0
17MK8qagV374AuUA4sXuIA,XIX Nineteen,0
-OIUunijjcq_ZzyyQhPPFQ,Zorba's Taverna,0
vhDWGF-8BfsxvS7Zo5Wv2w,Abe Fisher,1
_f3JQU6IXpGmTLaSqGy79g,BRÜ Craft & Wurst,1
ZNWox30LIv7hV5k5YP8tCQ,Bar-Ly Chinatown,1
VwZ5NDbIu3elGQI6MzcXBA,Blue Corn,1
tYn8hGpZiRgJ8cP2FcI_YQ,City Tap House,1
jxEMFqwDJXjCxmcm5t5jVQ,Cleavers,1
JHRlwxxKY0JJcU97rJ-Bug,Cuba Libre Restaurant & Rum Bar - Philadelphia,1
jHZS9GIhW7s9r4w5w-0A0Q,Darling's Diner,1
JVDHxMnKjif8XdXVFWiClg,Dizengoff,1
99e7bysta1myyrQogFEWUQ,Dock Street Brewery,1
SGi8AJhR8iS-LsQwcMOAVA,Eulogy Belgian Tavern,1
ELY0HI8GDEx0jkmREVna0A,Frankford Hall,1
NFzfuIFghE-HnrodHpaT6A,Garces Trading Company,1
qISf5ojuYbD9h71NumGUQA,Han Dynasty,1
IGxrAQcqw8Mr1x9WLXQsNA,Hawthornes Biercafé,1
BWITd9JUXP3gSi1z3Y-z8g,In Riva,1
1OfhM-ZKvcpxyxptCCzEwA,Independence Beer Garden,1
6x9hcZ1CJ4S9avBgPGS7-Q,Johnny Brenda's,1
DZglT5FP5VNDQJU3PuRIHw,La Calaca Feliz,1
9Qe5ib0bCgRITjYn-iA-Bg,Legal Sea Foods,1
XJnTY0wG45x9GBrgfNpkCw,Lucha Cartel,1
un0xxX785wfQfprryh0TjQ,Lucky's Last Chance,1
G9LZoNlCfRH941q87_JLIg,Mission Taqueria,1
wB1Tin0OW1JRpaKM-E3ZYA,National Mechanics,1
W06QBC9vkxA5CVBNVrOMRA,North Third,1
J8S7cPPlTgsQnXKVfTyN8g,PYT,1
0bvtIbpsqBJZpRKSPwIfNw,Panorama,1
g2zwbLIqxtN9nGGuL43trg,Pizza Brain,1
ldr7iDtxFXX-q7tJuXqlGQ,Revolution House,1
4tU9hlfzrCpcGWTIm-OKVA,Rouge,1
mUdjeVjdsiOQMBK41x0Bow,Sancho Pistola's,1
B9Z3i-n9y9FfMU3CQxtThA,Sketch Burger,1
WMkiheTT-8kRslImVLWMVw,Standard Tap,1
3FKIev7ZB_KE6XHL9sUJCg,Strangelove's,1
mzTTdvQGkUHZ8ii7OnZC5w,Trader Joe's,1
Q-prSTdggNlxAEFV88BZOw,Tria Cafe Wash West,1
2CDI713ATuxHfnB5b-sBdw,Vedge,1
mtvT7uRey3F395STFRM1Tg,Vernick Food & Drink,1
wPi7p5fZyGTOjDU28IlTqA,Woody's,1
s-Ff-8M5-AR-5jl59lCj1w,Xfinity Live! Philadelphia,1
IvAa7PvfOYl0xRML5W3ebg,Yards Brewing Company,1
3eJMsl41qwhcYlvoTF1ElQ,a.kitchen,1
vVfy055EfLMdd0yJYHxiMQ,A La Mousse,2
lRbHFOIFuusN2WOR_ypQ_A,Ants Pants Café,2
qcn10016DUkbgCbQi9L1WA,Bassetts Ice Cream,2
atZ_olNKXOG4rEr6mccN8g,Beiler's Bakery,2
tBQcVd9c0EHKAXLZn_v54g,Bibou,2
FhwTEGqdir75uyXZqWqxlw,Big Gay Ice Cream,2
4_-IcMpkF_sBRHomWZHNzA,Bistrot La Minette,2
K7KHmHzxNwzqiijSJeKe_A,Cafe La Maude,2
i6jA8vSHrP9LiUPHlqPVwA,Cafe Olé,2
qaDImxPguQz0jToNYvB1Eg,Café y Chocolate,2
Z8qGOmU8YxDjLPBbrz84Yw,Capogiro Gelato,2
yPxNNSmPHKO3m_kq53D4Jg,Capogiro Gelato,2
q1VOESxR99qJvpubnNxyJQ,Caribou Cafe,2
_tt4nysrN8JpzLLVXL-z5A,Creperie Beau Monde & L'Etage,2
Uky0DD3LU4C7eyNDhpmOXg,Day By Day,2
fneeyCOYV5-oVeQP0TACog,Destination Dogs,2
4hv1n1VBzMvE-T4UtIcOcw,Di Bruno Bros.,2
oqbhVgliVJH-iRa3AnD-3A,Elixr Coffee Roasters,2
03jQGGJ2ch0uHTtW-UUUqg,Famous 4th Street Delicatessen,2
rgeuy1qbw6Z8B6CSVANHIA,Federal Donuts,2
41LEg4ZgFDVnZfToxGXiGA,Federal Donuts,2
Oun4NN-u5yiHIxDqtJnxgA,Federal Donuts,2
-Or44IdY51Ukd618kikmtA,Federal Donuts,2
Og1HekJMHKqsvtWaUp9V8g,Flying Monkey Bakery,2
JrG4NINLspXPNhSXg7Q07Q,Front Street Cafe,2
LgAuYz5cQe3zTxuteJ4VyQ,Fuel Center City,2
-cEFKAznWmI0cledNOIQ7w,Gran Caffe L'Aquila,2
U2y7fsqDgxAXskoJNVxbwg,Happily Ever After,2
7cpj7hjDTX5fb-6pYcZiGQ,Hungry Pigeon,2
ZewrmVIdr77Kinj-njv6RQ,Insomnia Cookies,2
oziGQYLaEWOpNmPKrZP86g,Isgro Pastries,2
1vPSY4EA-fTRIZYz1Ruzow,K'Far Cafe,2
wocwfwSFrNfYJRyfYSi1Cw,Knead Bagels,2
MlXH9dWYDFEBbwuGStlfZg,La Colombe Coffee,2
oXr3EhnQCqA8SNWIZ3H4Fg,Little Spoon Cafe,2
GWqPmrWu0kXB_-gB1H-j6A,Love & Honey Fried Chicken,2
7NwFNLC0SwX1SwQYlfF5yw,Luna Café,2
irXywqvfXj9maLLOBQMYvg,Manakeesh Cafe Bakery & Grill,2
XsfuqDqw9eOaQ_2FCv5MuQ,Masala Kitchen Kati Rolls and Platters,2
jkGQQ4_LgJx3hwPtCFkzbQ,Max Brenner - Philadelphia,2
QWZuvqTYTMncVdhulUU73A,Miel Patisserie,2
0jQPPEppYjGQ2higy6JvCg,Miller's Twist,2
U30ggGzFpXvc2NZYwOW3qg,Mood Cafe,2
ysvzP0VvMTrGmUClKJ3img,Ms Tootsie's RBL,2
UdcLHHBRIxtelgbKBnhitA,Nifty Fifty's,2
gwxNttwUgmOn3vsHYe0pDQ,OCF Coffee House,2
9w6o_eyKCSNKgMtAuv6KWg,One Shot Coffee,2
phsLOuBeiYI43hglvWK96Q,P S & Co,2
Qw7tz-UkPrpXaVidWuab4Q,Philadelphia Museum of Art,2
IjMs1n7UelI7ev_5IDl5kA,Pho Saigon,2
ytynqOUb3hjKeJfRj5Tshw,Reading Terminal Market,2
zpKTPWoW56wF6d9qNnxM3Q,Rybread,2
6_LnAQQ0-mml8YgpfRjGuA,Saad's Halal Restaurant,2
iUZEGx29miZObLd6_lt7Vg,Sabrina's Café,2
6ewV-e7-39oqYUq3yZuIyw,Sabrina's Café,2
K3RURR9lIEE4JjOaPt99zg,Sabrina's Café,2
8yZzf0gdWpSmY6ziyq7hKQ,Sazon Restaurant & Cafe,2
jySVipAqMqczPzOPLMnJpw,Scoop Deville,2
BxfvdHqETU8jWYUjx5OL2A,Shake Shack,2
Jg9kkOl4sx2AXJVohbpSiw,South Philly Barbacoa,2
XU3Fe8I8dD3FaOmzAQXLnQ,Spread Bagelry,2
vUrTGX_7HxqeoQ_6QCVz6g,Suraya,2
t6g6Lj8WzjIXXucCl9jdTQ,T-Swirl Crêpe,2
EreYgrQPuR7Sk_FKeZZg9g,Talula's Daily,2
tMtI6ECD6hwM-nFp2kXLKQ,Tea Do,2
hX_8ZUmIqWFWzjdiPrf23w,Termini Bros Bakery,2
zujdPV3HT-Y-CKE1GgkMHQ,The Bakeshop on 20th,2
V8we7-uCa-SouadZmZ9Ieg,The Cheesecake Factory,2
SHYPQbYqbfK4CwTDjtBH7Q,The Famous 4th Street Cookie Company,2
qQO7ErS_RAN4Vs1uX0L55Q,The Franklin Fountain,2
qOrzaDT6Q92tVnBziWw8NA,Weckerly's Ice Cream,2
2qHkwqao9GyxnDXHzCv4JA,Wedge + Fig,2
ZKPrXH_GNW_AtZ31tP3NmA,White Dog Cafe,2
mK5gu18whrKEG8aojSzpbA,Yogorino,2
vUkiYPpbkMXA99WneLSGkQ,Banana Leaf,3
QhgrhVKlXZtSY6gRThf8zA,Bing Bing Dim Sum,3
nIAbuktMEzVjT4P9pG89rQ,Buddakan,3
jziliEq8Zum-EynD5v-Hvg,Chifa,3
gjFUrbSMo1rA1jgG5IhA2A,Chima Steakhouse,3
iksVwRfpWymIUUFqw0tXpw,Chubby Cattle,3
a62d7e_xXeljJcOUHkJjkg,Circles Contemporary Asian,3
kbXpjBSweedxQ1WrlJ5i7Q,Dan Dan,3
T9C1od-JorSPXwXgzSqM9Q,David's Mai Lai Wah,3
AGlh4ZDv6jnoiYfz7At9mw,Dim Sum Garden,3
fcpHrRopilvsBwUajFB5rw,Dim Sum Garden,3
0S3TvsmbCeOZ9UitnpRd1A,Dim Sum House,3
zU5PPd9j4bYC_MepNSEDcA,Dim Sum House,3
s9ceDy-cVHe0uzvZpWq87Q,E Mei Restaurant,3
MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,3
vuE1iseFrgNPumUEfHIZZQ,JJ Thai Cuisine,3
Yu401DtSmkXpJhgXnQcFrg,Joy Tsin Lau Chinese Restaurant,3
l8gAoQqqVfphPe9jmIJZ3g,K-POT Korean BBQ & Hot Pot,3
e3Y3hDpwHc9RmQlJtIgHuw,Lacroix Restaurant at The Rittenhouse,3
qY-BUQY-SFBaSrFHowF3nA,Nine Ting,3
VP8HMhVt-pKmqGNmDW4-TQ,Nom Wah Philadelphia,3
838bEDzZSPveDkAGrhVWYQ,Ocean Harbor,3
lS42krxXMm-HIk7dntRsKQ,Pattaya,3
eaDZlSuVS0EY67Ke6pRP6Q,Penang,3
kZ1q0K13tFYG_ZJrVvsJHA,Sampan,3
MzFhaFNbE03zF84BPkN7yQ,Sang Kee Noodle House,3
_V6hl1oGkTV2KbGeax_HPA,Sang Kee Peking Duck House,3
vrQCClTDrPSbIHO-ub8qFg,Sardi's Pollo A La Brasa,3
POuaebsAeCyNx-8qZ3O7XQ,Shang Hai 1,3
-1B9pP_CrRBJYPICE5WbRA,Spice 28,3
H3EK1Q8tqRGqPBps05Uahw,Tashan,3
7z16CBc74GhbyqalwZrJUQ,Ting Wong Restaurant,3
UQZ4p6xb_7gY7UXHmBzceg,Tom's Dim Sum,3
SDL247FlOnScJfuNjZESxg,Twenty Manning,3
bLJP0fVgscuUQy0hE_CRXA,Xiandu Thai,3
wuH4TPUo8oJo4E59xZKsNg,&pizza - Walnut,4
XIKYdKWq72zUYsq8NBxcCQ,Aksum Cafe,4
WgyhlYg3fnSgco4qLa20cg,Almaz Cafe,4
617w8MQE3z1szmLvs0WfCw,Bar Bombón,4
ME7nOO4hHoCwkbssGqsyPA,Blackbird Pizzeria,4
of-GVqY0G_UDHXT9Xg_ADQ,Charlie Was a Sinner,4
9e_rrzyTolsH1RUXHOvsMA,Circles Contemporary Thai,4
EzjysPg2-lVX1E0ibStUXw,Ekta Indian Cuisine,4
KHQXmUFiAD0FHvrMSakJBA,Fare,4
mlrzM-jUkKot28XJhScuuA,Goldie,4
9A5Gw0At6so0x-vWM0_JZw,Grindcore House,4
l8VedGQFMLtTz2zRmpTlxA,Hardena/Waroeng Surabaya Restaurant,4
Dv6RfXLYe1atjgz3Xf4GGw,HipCityVeg,4
_34KJPR-T0HP9USJw1nCfw,Hiro Ramen House,4
bgxDswHIdFP0Go0pNfyAAw,Hummus Grill,4
BryQISFnkCdcJET-tpAx3w,Isot Mediterranean Cuisine,4
BgQOm2TuoF1UmD4e7BOUjA,Jerry's Bar,4
9OhPfV0C3Q49l5tSre2MuQ,Kabobeesh,4
hkirr3WzSTx2d9cdP_NKSQ,Mama's Vegetarian,4
ntiIq1FNqduOyyowMFGh5A,Nan Zhou Hand Drawn Noodle House,4
YN4Kk751tmdvoarGo8z7_A,New Delhi Indian Restaurant,4
muCelHtTlX5PrJd8JKkf_w,New Harmony Vegetarian Restaurant,4
rQW9iupvhk6ScPn2VPNLVQ,Octopus Falafel Truck,4
QGYzYUMsQe6k7__LD91E5w,QT Vietnamese Sandwich,4
jHVotJhyPKOLuO7MVnmbtQ,Royal Tavern,4
T8NWs6flR26edfhhwJNhNA,Sahara Grill,4
uvj_tGQrGDSVXjNU4pHjCA,Sitar India,4
oyA87-Q_vqnmxVOn_auJQQ,Spice C,4
PVVFos1LDfD7iETY0w4vaA,Su Xing House,4
Sv1MEZP-mMfp8SmE0hwYEA,Terakawa Ramen,4
E_h2yNoagLK-3ODYwMPErw,V Street,4
ctHjyadbDQAtUFfkcAFEHw,Zahav,4
WYel6hMEEPNwzVUlVBacbw,honeygrow,4
6GXMHrB8u-3nq87zE1Av0w,Baby Blues BBQ Philly,5
csS_UrBujOvjASbX3gLW7w,Bobby's Burger Palace,5
wHkYLlZyPXllrQRlvidUlg,Campo's Philly Cheesesteaks,5
aa0xi7fgFJyA4qWux6vz0A,Carmen's Famous Italian Hoagies,5
6zEWIsb6Lhr3BeoC3gm1lw,Chickie's and Pete's,5
PgUoeGam08nCaLWJwrmrWQ,Chubbys Steaks,5
AnhgZCyjhzU8JVxl2ftJKQ,Cosmi's Deli,5
RQAF6a0akMiot5lZZnMNNw,Dalessandro’s Steaks & Hoagies,5
Ea4G-2lAbodTM7FBaSO-tQ,Del Rossi's Cheesesteak,5
L0zMk5SXnqR0JLEe0XY20g,Dkrejser,5
IkY2ticzHEn4QFn8hQLSWg,Geno's Steaks,5
Iw8uqNPxviwcgxtruAx_LA,Good Dog Bar,5
JPfe9B-RLrE5Nz75kcKImQ,Govinda's Vegetarian,5
JVZ_c3k01uAIas5B61iISg,Hard Rock Cafe,5
Zqd_DHAtrdzRJ8u3zwrvEA,Hershel's East Side Deli,5
YPLfRswyryjjW3VJa-SdaA,Ishkabibble's,5
HrIEc9gVWWnjqn9OiglrVQ,Jakes Sandwich Board - 12th St,5
B-SiesU4hxIiL7rl7vzayA,Jim's Steaks,5
KkdLjGfVsfGESNkE0ktURg,Joe's Steaks + Soda Shop,5
kkcQYuF3w5iHnHMf0EnRhQ,Joe's Steaks + Soda Shop,5
LM54ufrINJWoTN5imV8Etw,John's Roast Pork,5
5YkucjpFYEhg4gsWU4B1hQ,Little Pete's Restaurant,5
30cpm1uq6xcQCmN6JTrB8w,Luke's Lobster Rittenhouse,5
-ATiAtTikuGuqvaW2O6tNA,Marathon,5
4wq9bzoCe3Mh0cPbYH1eDg,Max's Steaks,5
OAWa1WML2V1ZLJGD6V3nBQ,Middle Child,5
gOrJeoLDOiW7muWuoE-sMg,Morgan's Pier,5
7pAgxBMUjrVPH7xh3fn-gw,Oh Brother Philly,5
NYj8uB9-u0SmRMNDNktb1g,Oscar's Tavern,5
el-WV1mOpFmrQOowLnh4aw,Paesano's Philly Style,5
PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,5
-mIlmp5l4hKlp1tvHRdvTg,Sonny's Famous Steaks,5
gYYMQeg4X8FUcCxXI4c2Tw,Steve's Prince of Steaks,5
PmJx4zNYCyR7Hx9AmgUUJA,Steve's Prince of Steaks,5
REiAM73RkOxFqCVlEFiRWA,Tattooed Mom,5
O6hY9yenifuRXrpc4TfgsQ,The Blue Duck,5
hdtnpHXn-iIFTzPLvoOK0Q,The Dutch,5
q-zV08jt6U-q05SMEuQJAQ,The Original Tony Lukes,5
kK1re49IK3jmCYTL6B6_lw,Trolley Car Diner,5
bN_9QgxdOIk4oK-6fBDJtQ,Honey's Sit N Eat,6
nF5QByCz21MY0KLtSoB5KA,Penrose Diner,6
YBak8o0xCiNN4sXr3izLbg,Barcade,7
jULIPydhMj18KOI5OHTwfA,Buena Onda,7
73UjNbSoQjQAOS45rcihFg,Cantina Dos Segundos,7
4J06--ty2Ydj1---IsArLw,Cantina Los Caballitos,7
kVTHnhgYUw-Pmr7wgDB4_g,Distrito,7
JUlsvVAvZvGHWFfkKm0nlg,El Camino Real,7
SCjUeZfjafJ88fWWQjRh2w,El Rey,7
9PZxjhTIU7OgPIzuGi89Ew,El Vez,7
3ldp8B52AOzNSFnPMAY0ww,Fette Sau,7
RadvqFuRTZNEfSZ_avPRog,Honest Tom's Plant Based Taco Shop,7
NUJrCPU51Cvip4ayZD1P5g,Jose Pistola's,7
I5KZm-NnxYeEQsmp6nK5_w,Las Cazuelas Restaurant BYOB,7
GAuweBrcC_wK3a0UhZjwfA,Loco Pez,7
6F-6mFFNw2YXN7lD_Gukcg,Lolita,7
85e8Uyn8tIyEZCqBP80rqA,Lolita,7
2PWmnUV2Leb2Loj0TqxCMA,Mad Mex - University City,7
1UNorskttXSWuEcgzKzXcA,Xochitl,7
rVGxva6cx2eID4ghDLVHJg,1225Raw Sushi and Sake Lounge,8
Hr6aM0s-woIJaW6DJSbvNQ,Aki Nom Nom Sushi & Ramen,8
TunmRrfZb7bt53T6HJi4UQ,Bleu Sushi,8
_k1CIuPkY-uLFm8lABFG8Q,Bonchon Philadelphia,8
9c7MUiE6VI8NesjPdj5FkA,Bubblefish,8
qsm7SkX60JsajT7Yz248FA,Café Soho,8
FHNIvNgh3fS7VZQq2Y3dsA,Cheu Noodle Bar,8
GUMVStVaJfWmCIpQA4TtHg,Crazy Sushi,8
BnprLJ4Lr33--YjTmgk9Zg,Doma,8
Ipkx4Sa7ybn8C6LtTqTztw,Double Knot,8
ulfMNXHzGVleRf2U5KwiQQ,Earth Bread + Brewery,8
h7TO_IsmLCYmKKDVOOIeFw,Fat Salmon,8
JDv3h1xRFIW8fXckqgTdRg,Fuji Mountain,8
ZDdNEwBENLXBT3jjQD5STQ,Giwa Korean Kitchen,8
OChSrnaj5tQ1-wm7zoVT4w,Gyu-Kaku Japanese BBQ,8
5nqWNo7uVU1Zxm4tjnvkUw,Hai Street Kitchen & Co,8
